Most Recent Health Inspection More Than 2 Years Ago,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,performance_id
False,4.0,4.0,3.0,3.0,8.667,0,1,0,$0.00,0,0,9092
False,1.0,2.0,3.0,3.0,46.667,0,1,1,$2600.00,0,1,9093
False,3.0,3.0,3.0,2.0,20.667,0,5,0,$0.00,0,0,9094
False,5.0,4.0,3.0,3.0,15.333,0,1,1,$2080.00,0,1,9095
False,2.0,1.0,4.0,4.0,75.833,0,26,1,$31623.00,0,1,9096
False,1.0,1.0,1.0,1.0,70.167,1,6,1,$36433.00,0,1,9097
False,1.0,1.0,1.0,2.0,129.333,0,5,0,$0.00,0,0,9098
False,2.0,2.0,3.0,3.0,41.333,0,0,0,$0.00,0,0,9099
False,2.0,3.0,2.0,2.0,82.0,0,7,0,$0.00,0,0,9100
False,4.0,4.0,4.0,4.0,13.333,0,1,0,$0.00,0,0,9101
False,3.0,3.0,2.0,4.0,26.667,0,0,0,$0.00,0,0,9102
False,3.0,3.0,3.0,4.0,18.0,0,0,0,$0.00,0,0,9103
False,2.0,2.0,2.0,2.0,34.667,0,1,1,$17518.00,0,1,9104
False,5.0,4.0,3.0,4.0,16.667,0,0,0,$0.00,0,0,9105
False,2.0,2.0,2.0,3.0,31.333,0,0,0,$0.00,0,0,9106
False,5.0,3.0,4.0,5.0,19.333,0,1,0,$0.00,0,0,9107
False,2.0,2.0,3.0,4.0,40.667,0,0,0,$0.00,0,0,9108
False,1.0,2.0,2.0,2.0,47.5,0,1,1,$88530.00,0,1,9109
False,1.0,1.0,3.0,3.0,54.833,2,0,1,$91585.00,0,1,9110
False,3.0,3.0,3.0,4.0,17.333,0,0,0,$0.00,0,0,9111
False,1.0,1.0,2.0,3.0,233.167,0,25,0,$0.00,0,0,9112
False,4.0,5.0,4.0,4.0,11.333,0,0,0,$0.00,0,0,9113
False,3.0,3.0,3.0,3.0,18.667,0,2,0,$0.00,0,0,9114
False,3.0,2.0,4.0,5.0,42.0,0,1,0,$0.00,0,0,9115
False,4.0,4.0,3.0,2.0,51.333,0,0,0,$0.00,0,0,9116
False,1.0,2.0,2.0,1.0,135.333,0,4,0,$0.00,0,0,9117
False,2.0,2.0,2.0,4.0,37.333,0,0,0,$0.00,0,0,9118
False,2.0,2.0,3.0,3.0,34.0,0,2,1,$2282.00,0,1,9119
False,2.0,1.0,4.0,4.0,162.0,0,9,2,$15300.00,1,3,9120
False,1.0,1.0,2.0,1.0,272.167,0,13,0,$0.00,0,0,9121
False,1.0,2.0,2.0,4.0,48.0,0,2,0,$0.00,0,0,9122
False,3.0,3.0,3.0,3.0,18.0,0,0,1,$2210.00,0,1,9123
False,2.0,2.0,3.0,4.0,36.0,0,4,0,$0.00,0,0,9124
False,4.0,3.0,5.0,5.0,25.333,0,0,0,$0.00,0,0,9125
False,5.0,3.0,5.0,5.0,28.0,0,4,0,$0.00,0,0,9126
False,2.0,1.0,4.0,4.0,53.333,0,3,0,$0.00,0,0,9127
False,1.0,1.0,3.0,3.0,92.0,0,11,1,$2795.00,0,1,9128
False,3.0,3.0,4.0,3.0,18.667,0,5,0,$0.00,0,0,9129
False,4.0,4.0,3.0,3.0,50.0,0,2,0,$0.00,0,0,9130
False,4.0,4.0,2.0,3.0,14.667,0,0,0,$0.00,0,0,9131
False,1.0,1.0,1.0,2.0,423.667,0,12,4,$16143.00,0,4,9132
False,1.0,1.0,3.0,4.0,124.5,0,6,2,$26618.00,0,2,9133
False,4.0,3.0,4.0,4.0,22.0,0,1,0,$0.00,0,0,9134
False,1.0,2.0,1.0,1.0,47.0,0,2,1,$12513.00,0,1,9135
False,1.0,1.0,4.0,4.0,52.667,0,13,0,$0.00,0,0,9136
False,2.0,3.0,2.0,2.0,26.0,0,1,0,$0.00,0,0,9137
False,2.0,2.0,2.0,2.0,47.833,2,3,1,$15340.00,0,1,9138
False,2.0,1.0,4.0,4.0,53.333,0,8,1,$24050.00,0,1,9139
False,1.0,2.0,3.0,3.0,105.333,0,11,3,$6500.00,0,3,9140
False,4.0,4.0,3.0,2.0,10.0,0,0,0,$0.00,0,0,9141
False,3.0,3.0,3.0,4.0,18.0,0,2,0,$0.00,0,0,9142
False,2.0,2.0,3.0,4.0,42.667,0,3,0,$0.00,0,0,9143
False,2.0,2.0,3.0,3.0,112.667,0,17,1,$12253.00,1,2,9144
False,1.0,1.0,3.0,3.0,82.167,1,3,0,$0.00,0,0,9145
False,5.0,5.0,2.0,3.0,4.0,0,0,0,$0.00,0,0,9146
False,2.0,2.0,2.0,3.0,41.333,0,8,2,$4160.00,0,2,9147
False,4.0,3.0,4.0,4.0,20.0,0,0,0,$0.00,0,0,9148
False,2.0,2.0,2.0,4.0,48.0,0,2,0,$0.00,0,0,9149
False,2.0,1.0,2.0,3.0,148.0,0,6,0,$0.00,0,0,9150
False,3.0,3.0,3.0,1.0,83.833,0,7,0,$0.00,0,0,9151
False,2.0,3.0,2.0,1.0,83.0,0,0,0,$0.00,0,0,9152
False,2.0,2.0,4.0,3.0,28.0,0,0,0,$0.00,0,0,9153
False,4.0,4.0,2.0,3.0,13.333,0,4,1,$1755.00,0,1,9154
False,5.0,5.0,3.0,4.0,3.333,0,1,0,$0.00,0,0,9155
False,5.0,4.0,3.0,3.0,15.333,0,1,0,$0.00,0,0,9156
False,2.0,1.0,1.0,1.0,68.0,0,3,1,$2194.00,0,1,9157
False,1.0,2.0,1.0,1.0,37.333,0,3,0,$0.00,0,0,9158
False,2.0,3.0,3.0,2.0,24.667,0,1,1,$4973.00,0,1,9159
False,1.0,1.0,3.0,3.0,135.667,1,7,2,$39943.00,1,3,9160
False,3.0,3.0,5.0,5.0,23.333,0,2,0,$0.00,0,0,9161
False,4.0,5.0,4.0,4.0,24.667,0,0,0,$0.00,0,0,9162
False,3.0,3.0,4.0,4.0,76.667,0,3,0,$0.00,0,0,9163
False,1.0,2.0,2.0,2.0,129.333,0,7,1,$7638.00,1,2,9164
False,1.0,1.0,3.0,4.0,213.833,1,0,1,$39400.00,0,1,9165
False,1.0,2.0,2.0,3.0,46.667,0,3,1,$2080.00,0,1,9166
False,4.0,4.0,3.0,3.0,9.333,0,3,0,$0.00,0,0,9167
False,1.0,1.0,2.0,4.0,117.333,1,18,0,$0.00,0,0,9168
False,2.0,3.0,1.0,2.0,25.333,0,0,0,$0.00,0,0,9169
False,3.0,3.0,2.0,1.0,65.333,0,2,0,$0.00,0,0,9170
False,1.0,1.0,2.0,2.0,60.667,0,4,0,$0.00,0,0,9171
False,3.0,3.0,3.0,3.0,23.333,1,1,0,$0.00,0,0,9172
False,2.0,1.0,4.0,3.0,159.333,0,3,1,$19305.00,0,1,9173
False,2.0,2.0,2.0,2.0,37.333,0,2,0,$0.00,0,0,9174
False,1.0,1.0,3.0,3.0,100.0,0,0,2,$4160.00,0,2,9175
False,4.0,3.0,3.0,4.0,26.667,0,2,1,$3900.00,0,1,9176
False,4.0,4.0,3.0,4.0,16.0,0,2,0,$0.00,0,0,9177
False,4.0,3.0,4.0,4.0,17.333,0,1,0,$0.00,0,0,9178
False,1.0,2.0,2.0,3.0,45.333,0,5,0,$0.00,0,0,9179
False,3.0,3.0,3.0,3.0,28.667,0,5,0,$0.00,0,0,9180
False,2.0,3.0,1.0,1.0,24.0,0,3,0,$0.00,0,0,9181
False,2.0,1.0,2.0,2.0,66.667,0,17,1,$2275.00,1,2,9182
False,1.0,2.0,1.0,1.0,41.333,0,4,0,$0.00,0,0,9183
False,2.0,3.0,3.0,3.0,24.0,0,0,0,$0.00,0,0,9184
False,3.0,3.0,3.0,2.0,24.667,0,1,0,$0.00,0,0,9185
False,1.0,3.0,1.0,1.0,75.167,0,3,0,$0.00,0,0,9186
False,5.0,5.0,3.0,3.0,4.0,0,1,0,$0.00,0,0,9187
False,1.0,2.0,3.0,3.0,37.333,1,0,1,$2080.00,0,1,9188
False,2.0,1.0,4.0,5.0,50.667,2,2,0,$0.00,0,0,9189
False,3.0,3.0,3.0,2.0,19.333,0,1,0,$0.00,0,0,9190
False,1.0,2.0,1.0,1.0,36.667,0,1,0,$0.00,0,0,9191
False,2.0,2.0,1.0,2.0,36.0,0,5,0,$0.00,0,0,9192
False,3.0,4.0,1.0,1.0,15.333,0,3,0,$0.00,1,1,9193
False,4.0,5.0,1.0,2.0,6.0,0,3,0,$0.00,0,0,9194
False,1.0,2.0,1.0,1.0,40.0,0,1,3,$6500.00,0,3,9195
False,5.0,4.0,2.0,4.0,16.667,0,1,0,$0.00,0,0,9196
False,3.0,2.0,4.0,3.0,30.0,0,3,1,$3200.00,0,1,9197
False,3.0,2.0,3.0,3.0,48.167,0,4,0,$0.00,0,0,9198
False,1.0,1.0,2.0,3.0,86.333,0,0,1,$7930.00,1,2,9199
False,3.0,3.0,3.0,4.0,21.333,1,3,1,$2080.00,0,1,9200
False,3.0,2.0,2.0,2.0,40.667,0,3,0,$0.00,0,0,9201
False,2.0,2.0,2.0,3.0,37.333,0,0,2,$4160.00,0,2,9202
False,2.0,1.0,4.0,4.0,150.833,0,10,0,$0.00,0,0,9203
False,3.0,3.0,3.0,2.0,21.333,0,3,1,$2080.00,0,1,9204
False,4.0,4.0,2.0,2.0,10.667,0,4,0,$0.00,0,0,9205
False,1.0,2.0,3.0,3.0,48.667,0,5,0,$0.00,0,0,9206
False,1.0,2.0,3.0,4.0,47.333,0,2,0,$0.00,0,0,9207
False,3.0,2.0,4.0,5.0,34.0,0,2,0,$0.00,0,0,9208
False,4.0,4.0,3.0,3.0,11.333,0,6,0,$0.00,0,0,9209
False,1.0,1.0,3.0,4.0,81.0,0,2,1,$2340.00,0,1,9210
False,4.0,3.0,4.0,3.0,28.0,0,1,0,$0.00,0,0,9211
False,4.0,2.0,4.0,4.0,46.5,0,3,1,$8500.00,0,1,9212
False,4.0,3.0,4.0,5.0,22.0,0,1,1,$2080.00,0,1,9213
False,5.0,4.0,2.0,3.0,11.333,0,2,0,$0.00,0,0,9214
False,4.0,3.0,2.0,2.0,27.333,1,2,0,$0.00,1,1,9215
False,4.0,4.0,3.0,2.0,9.333,0,1,0,$0.00,0,0,9216
False,2.0,1.0,4.0,3.0,59.5,0,3,0,$0.00,0,0,9217
False,3.0,2.0,2.0,2.0,34.667,1,0,0,$0.00,0,0,9218
False,1.0,1.0,3.0,4.0,57.0,1,1,2,$4258.00,0,2,9219
False,3.0,4.0,3.0,3.0,10.667,0,0,0,$0.00,0,0,9220
False,1.0,2.0,3.0,4.0,48.667,0,7,0,$0.00,0,0,9221
False,3.0,4.0,3.0,1.0,12.0,0,2,0,$0.00,0,0,9222
False,3.0,2.0,4.0,4.0,37.333,0,2,0,$0.00,0,0,9223
False,4.0,4.0,4.0,3.0,16.0,0,2,0,$0.00,0,0,9224
False,3.0,2.0,3.0,3.0,34.0,0,3,0,$0.00,0,0,9225
False,3.0,2.0,2.0,4.0,45.333,0,1,1,$2080.00,0,1,9226
False,3.0,2.0,5.0,5.0,32.0,0,2,0,$0.00,0,0,9227
False,4.0,2.0,4.0,5.0,34.0,1,0,0,$0.00,0,0,9228
False,1.0,1.0,1.0,2.0,64.0,0,1,1,$9328.00,0,1,9229
False,1.0,1.0,3.0,3.0,82.667,1,1,1,$2080.00,0,1,9230
False,4.0,3.0,2.0,3.0,24.0,0,0,0,$0.00,0,0,9231
False,2.0,2.0,3.0,3.0,34.667,0,6,1,$3900.00,0,1,9232
False,5.0,5.0,1.0,2.0,4.667,0,0,0,$0.00,0,0,9233
False,1.0,1.0,2.0,3.0,264.667,0,0,1,$69421.00,0,1,9234
False,2.0,2.0,3.0,3.0,48.667,0,13,0,$0.00,1,1,9235
False,2.0,2.0,2.0,3.0,44.0,0,0,1,$1300.00,0,1,9236
False,2.0,1.0,5.0,5.0,214.333,0,11,3,$38578.00,0,3,9237
False,5.0,3.0,5.0,5.0,18.0,0,1,0,$0.00,0,0,9238
False,2.0,1.0,1.0,1.0,76.833,0,3,0,$0.00,0,0,9239
False,2.0,2.0,3.0,4.0,42.667,0,2,0,$0.00,0,0,9240
False,2.0,1.0,4.0,4.0,72.833,0,0,1,$5655.00,0,1,9241
False,2.0,2.0,3.0,3.0,36.667,0,4,2,$6840.00,0,2,9242
False,1.0,1.0,3.0,4.0,102.667,1,2,3,$16555.00,0,3,9243
False,5.0,4.0,3.0,3.0,14.667,0,5,0,$0.00,0,0,9244
False,3.0,2.0,4.0,3.0,32.0,3,2,1,$2080.00,0,1,9245
False,4.0,2.0,4.0,3.0,31.667,1,0,1,$28210.00,0,1,9246
False,1.0,2.0,3.0,3.0,42.0,0,1,1,$3200.00,0,1,9247
False,1.0,2.0,1.0,2.0,44.0,2,0,0,$0.00,0,0,9248
False,2.0,1.0,3.0,3.0,53.333,0,2,0,$0.00,0,0,9249
False,1.0,1.0,1.0,1.0,124.833,1,4,0,$0.00,0,0,9250
False,4.0,3.0,5.0,5.0,18.0,0,1,0,$0.00,0,0,9251
False,4.0,4.0,1.0,2.0,15.333,0,3,1,$2080.00,0,1,9252
False,1.0,1.0,1.0,2.0,70.667,0,8,0,$0.00,0,0,9253
False,1.0,1.0,3.0,3.0,135.5,1,11,1,$2080.00,0,1,9254
False,3.0,4.0,1.0,2.0,11.333,0,2,0,$0.00,0,0,9255
False,3.0,3.0,2.0,2.0,26.667,1,1,0,$0.00,0,0,9256
False,3.0,3.0,3.0,4.0,27.333,0,1,0,$0.00,1,1,9257
False,5.0,3.0,4.0,4.0,21.333,0,3,0,$0.00,0,0,9258
False,2.0,1.0,4.0,3.0,51.0,0,6,1,$92755.00,0,1,9259
False,3.0,4.0,1.0,2.0,13.333,0,0,0,$0.00,0,0,9260
False,3.0,3.0,2.0,3.0,26.0,1,0,0,$0.00,0,0,9261
False,1.0,2.0,1.0,1.0,29.333,0,1,0,$0.00,0,0,9262
False,1.0,2.0,1.0,2.0,43.333,0,10,1,$1170.00,0,1,9263
False,1.0,1.0,1.0,1.0,166.833,0,12,3,$29893.00,0,3,9264
False,1.0,1.0,2.0,2.0,63.667,0,3,1,$87328.00,0,1,9265
False,5.0,4.0,4.0,4.0,16.0,1,0,1,$3200.00,0,1,9266
False,3.0,3.0,2.0,2.0,21.333,0,1,0,$0.00,0,0,9267
False,2.0,1.0,4.0,4.0,52.667,0,22,0,$0.00,0,0,9268
False,5.0,3.0,4.0,3.0,23.333,0,3,0,$0.00,0,0,9269
False,1.0,1.0,2.0,4.0,51.333,0,1,1,$2080.00,0,1,9270
False,4.0,3.0,2.0,3.0,25.833,0,1,0,$0.00,0,0,9271
False,4.0,4.0,4.0,3.0,11.333,1,0,1,$2080.00,0,1,9272
False,4.0,2.0,4.0,5.0,32.0,0,1,1,$2080.00,0,1,9273
False,,,,,,1,1,0,$0.00,0,0,9274
False,2.0,1.0,4.0,3.0,142.667,0,12,2,$4855.00,0,2,9275
False,5.0,5.0,3.0,3.0,4.8,0,0,0,$0.00,0,0,9276
False,4.0,4.0,4.0,4.0,32.667,0,0,0,$0.00,0,0,9277
False,3.0,3.0,4.0,4.0,27.333,0,1,0,$0.00,0,0,9278
False,1.0,1.0,2.0,3.0,78.0,1,11,1,$2275.00,0,1,9279
False,4.0,4.0,5.0,5.0,12.0,0,1,0,$0.00,0,0,9280
False,3.0,3.0,3.0,3.0,17.333,0,1,0,$0.00,0,0,9281
False,5.0,3.0,5.0,5.0,24.667,0,0,0,$0.00,0,0,9282
False,1.0,1.0,1.0,1.0,113.333,0,12,1,$3200.00,1,2,9283
False,5.0,5.0,5.0,5.0,3.333,0,1,0,$0.00,0,0,9284
False,1.0,1.0,3.0,2.0,199.833,0,16,2,$6143.00,2,4,9285
False,3.0,3.0,3.0,3.0,89.333,0,6,0,$0.00,0,0,9286
False,3.0,2.0,5.0,5.0,30.0,0,0,1,$2210.00,0,1,9287
False,5.0,4.0,3.0,3.0,13.333,0,2,1,$2720.00,0,1,9288
False,4.0,4.0,2.0,3.0,9.6,0,1,0,$0.00,0,0,9289
False,3.0,3.0,3.0,2.0,20.667,0,1,0,$0.00,0,0,9290
False,4.0,5.0,,,0.0,0,0,0,$0.00,0,0,9291
False,4.0,3.0,4.0,4.0,84.667,0,6,0,$0.00,0,0,9292
False,2.0,2.0,2.0,2.0,132.667,0,7,0,$0.00,0,0,9293
False,3.0,2.0,4.0,4.0,36.0,0,5,0,$0.00,0,0,9294
False,4.0,4.0,4.0,4.0,12.0,0,4,0,$0.00,0,0,9295
False,2.0,3.0,3.0,1.0,75.333,0,9,0,$0.00,0,0,9296
False,5.0,4.0,3.0,3.0,7.2,0,0,0,$0.00,0,0,9297
False,2.0,2.0,2.0,2.0,99.0,0,5,0,$0.00,0,0,9298
False,5.0,3.0,5.0,5.0,17.333,0,0,0,$0.00,0,0,9299
False,3.0,3.0,3.0,3.0,24.667,0,2,0,$0.00,0,0,9300
False,3.0,2.0,4.0,4.0,103.833,0,0,1,$57460.00,1,2,9301
False,1.0,1.0,3.0,3.0,66.0,0,3,2,$4160.00,0,2,9302
False,1.0,2.0,1.0,2.0,112.667,0,15,0,$0.00,0,0,9303
False,4.0,4.0,3.0,3.0,37.333,0,7,0,$0.00,0,0,9304
False,5.0,5.0,5.0,5.0,0.0,0,0,0,$0.00,1,1,9305
False,3.0,2.0,5.0,5.0,38.667,0,0,0,$0.00,0,0,9306
False,1.0,1.0,4.0,3.0,219.0,0,11,2,$16488.00,0,2,9307
False,4.0,3.0,4.0,4.0,22.0,0,3,0,$0.00,0,0,9308
False,4.0,4.0,3.0,3.0,50.0,0,4,0,$0.00,0,0,9309
False,1.0,1.0,1.0,1.0,150.5,0,3,1,$112780.00,1,2,9310
False,4.0,3.0,2.0,4.0,24.667,0,1,0,$0.00,0,0,9311
False,3.0,2.0,4.0,4.0,114.167,0,7,1,$2094.00,0,1,9312
False,1.0,1.0,4.0,4.0,179.833,3,10,3,$88525.00,1,4,9313
False,3.0,3.0,4.0,5.0,22.0,0,2,2,$8758.00,0,2,9314
False,1.0,1.0,4.0,5.0,213.333,0,14,1,$19095.00,1,2,9315
False,5.0,4.0,5.0,5.0,8.0,0,2,0,$0.00,0,0,9316
False,4.0,3.0,3.0,3.0,24.667,0,8,1,$2080.00,0,1,9317
False,1.0,1.0,3.0,3.0,181.0,0,23,1,$6500.00,1,2,9318
False,4.0,4.0,,,14.4,0,4,0,$0.00,0,0,9319
False,1.0,2.0,3.0,2.0,42.333,0,5,2,$31758.00,0,2,9320
False,5.0,5.0,3.0,4.0,4.0,0,0,0,$0.00,0,0,9321
False,5.0,4.0,4.0,4.0,14.0,0,1,0,$0.00,0,0,9322
False,4.0,4.0,2.0,2.0,54.667,0,5,0,$0.00,0,0,9323
False,4.0,2.0,4.0,4.0,49.333,3,6,0,$0.00,0,0,9324
False,5.0,4.0,3.0,3.0,8.0,0,1,0,$0.00,0,0,9325
False,3.0,4.0,3.0,3.0,12.667,0,1,0,$0.00,0,0,9326
False,1.0,1.0,2.0,2.0,169.833,0,8,2,$44115.00,0,2,9327
False,4.0,3.0,5.0,5.0,23.333,0,1,0,$0.00,0,0,9328
False,2.0,2.0,1.0,2.0,43.333,0,0,0,$0.00,0,0,9329
False,5.0,5.0,3.0,2.0,5.333,1,2,0,$0.00,0,0,9330
False,3.0,2.0,4.0,4.0,45.333,0,3,0,$0.00,0,0,9331
False,4.0,4.0,4.0,3.0,55.333,0,2,1,$1950.00,0,1,9332
False,2.0,2.0,5.0,5.0,32.0,0,6,0,$0.00,0,0,9333
False,1.0,1.0,2.0,1.0,221.5,0,3,0,$0.00,0,0,9334
False,5.0,4.0,5.0,5.0,8.667,0,2,0,$0.00,0,0,9335
False,4.0,2.0,4.0,3.0,36.0,0,3,0,$0.00,0,0,9336
False,3.0,4.0,2.0,3.0,11.333,0,0,0,$0.00,0,0,9337
False,3.0,3.0,2.0,2.0,65.333,0,3,0,$0.00,0,0,9338
False,2.0,2.0,2.0,2.0,91.833,0,0,0,$0.00,0,0,9339
False,2.0,3.0,2.0,1.0,83.333,0,8,0,$0.00,0,0,9340
False,4.0,4.0,3.0,2.0,52.667,0,4,0,$0.00,0,0,9341
False,4.0,4.0,3.0,3.0,12.0,0,4,2,$6760.00,0,2,9342
False,2.0,1.0,3.0,3.0,53.333,0,12,0,$0.00,0,0,9343
False,3.0,4.0,3.0,2.0,34.0,0,2,0,$0.00,0,0,9344
False,2.0,2.0,2.0,1.0,132.0,0,5,1,$41405.00,1,2,9345
False,3.0,3.0,3.0,2.0,66.667,0,3,0,$0.00,0,0,9346
False,3.0,2.0,4.0,4.0,136.333,0,12,1,$4079.00,0,1,9347
False,1.0,1.0,3.0,4.0,51.0,1,9,1,$60320.00,0,1,9348
False,5.0,5.0,3.0,4.0,3.333,0,2,0,$0.00,0,0,9349
False,4.0,4.0,4.0,4.0,46.0,0,0,0,$0.00,0,0,9350
False,4.0,4.0,4.0,3.0,43.333,0,3,0,$0.00,0,0,9351
False,4.0,4.0,4.0,4.0,42.667,0,2,0,$0.00,0,0,9352
False,2.0,3.0,3.0,2.0,68.667,0,5,0,$0.00,0,0,9353
False,3.0,2.0,4.0,4.0,36.667,1,2,0,$0.00,0,0,9354
False,3.0,3.0,4.0,3.0,74.167,0,0,1,$3250.00,0,1,9355
False,5.0,5.0,5.0,5.0,26.667,0,0,0,$0.00,0,0,9356
False,4.0,3.0,5.0,5.0,32.0,0,9,0,$0.00,0,0,9357
False,2.0,2.0,3.0,2.0,108.0,0,4,0,$0.00,0,0,9358
False,4.0,3.0,4.0,3.0,34.0,0,1,0,$0.00,0,0,9359
False,2.0,2.0,3.0,3.0,105.833,0,9,1,$32850.00,1,2,9360
False,3.0,3.0,,,86.0,0,6,0,$0.00,0,0,9361
False,2.0,1.0,5.0,5.0,88.667,3,11,2,$3290.00,0,2,9362
False,1.0,2.0,3.0,2.0,100.0,0,10,0,$0.00,0,0,9363
False,2.0,2.0,,,106.0,0,13,2,$5070.00,0,2,9364
False,1.0,1.0,3.0,3.0,266.5,0,8,2,$14820.00,2,4,9365
False,1.0,2.0,3.0,2.0,120.0,0,31,1,$9750.00,2,3,9366
False,3.0,2.0,5.0,5.0,53.333,1,0,0,$0.00,0,0,9367
False,5.0,3.0,4.0,3.0,78.333,0,4,1,$53430.00,1,2,9368
False,3.0,2.0,4.0,4.0,103.333,0,3,1,$32240.00,0,1,9369
False,2.0,4.0,1.0,1.0,43.333,0,4,0,$0.00,0,0,9370
False,1.0,1.0,2.0,1.0,166.5,0,3,0,$0.00,0,0,9371
False,,,,,,1,0,0,$0.00,0,0,9372
False,4.0,3.0,4.0,4.0,31.333,1,1,1,$1040.00,0,1,9373
False,2.0,3.0,2.0,2.0,90.5,1,14,2,$7053.00,0,2,9374
False,1.0,1.0,1.0,2.0,187.333,0,17,0,$0.00,1,1,9375
False,1.0,1.0,1.0,1.0,161.333,0,6,0,$0.00,1,1,9376
False,3.0,2.0,4.0,3.0,131.667,0,1,1,$2275.00,0,1,9377
False,2.0,3.0,2.0,1.0,62.0,0,0,0,$0.00,0,0,9378
False,1.0,1.0,4.0,4.0,235.0,0,6,2,$22575.00,0,2,9379
False,3.0,3.0,2.0,1.0,62.0,0,2,0,$0.00,0,0,9380
False,4.0,4.0,2.0,1.0,51.333,0,2,1,$2308.00,0,1,9381
False,2.0,2.0,3.0,4.0,100.667,0,9,1,$7600.00,0,1,9382
False,3.0,3.0,3.0,2.0,69.0,0,3,0,$0.00,0,0,9383
False,1.0,1.0,3.0,3.0,158.167,0,16,1,$2731.00,0,1,9384
False,4.0,5.0,4.0,3.0,22.0,0,1,0,$0.00,0,0,9385
False,3.0,2.0,4.0,3.0,121.667,0,0,0,$0.00,0,0,9386
False,2.0,2.0,2.0,1.0,120.0,0,4,0,$0.00,0,0,9387
False,4.0,4.0,5.0,5.0,38.0,0,6,1,$2700.00,0,1,9388
False,2.0,2.0,3.0,3.0,56.667,4,5,2,$2470.00,0,2,9389
False,3.0,3.0,4.0,3.0,78.167,0,0,0,$0.00,0,0,9390
False,3.0,2.0,4.0,4.0,62.667,1,13,1,$1300.00,0,1,9391
False,2.0,3.0,2.0,3.0,68.667,0,0,0,$0.00,0,0,9392
False,1.0,1.0,1.0,1.0,314.333,0,20,2,$48797.00,1,3,9393
False,1.0,2.0,1.0,2.0,113.667,0,2,0,$0.00,0,0,9394
False,3.0,4.0,2.0,2.0,40.0,0,5,0,$0.00,0,0,9395
False,1.0,1.0,3.0,2.0,98.0,2,25,1,$1040.00,0,1,9396
False,1.0,2.0,2.0,1.0,117.0,2,4,1,$21645.00,0,1,9397
False,5.0,4.0,4.0,5.0,28.0,3,0,1,$975.00,0,1,9398
False,2.0,2.0,3.0,3.0,145.5,0,1,1,$2308.00,0,1,9399
False,3.0,2.0,3.0,3.0,118.333,0,2,0,$0.00,0,0,9400
False,1.0,1.0,1.0,2.0,269.0,0,2,1,$47125.00,1,2,9401
False,3.0,4.0,1.0,1.0,46.0,0,0,0,$0.00,0,0,9402
False,2.0,2.0,2.0,1.0,139.833,0,5,0,$0.00,1,1,9403
False,3.0,4.0,2.0,3.0,57.667,0,1,0,$0.00,0,0,9404
False,1.0,1.0,1.0,1.0,437.0,0,31,1,$22880.00,1,2,9405
False,4.0,4.0,4.0,4.0,27.333,0,2,1,$975.00,0,1,9406
False,1.0,1.0,4.0,4.0,475.0,0,0,3,$33020.00,1,4,9407
False,5.0,5.0,,,12.667,0,0,0,$0.00,0,0,9408
False,1.0,1.0,1.0,2.0,464.667,1,28,1,$10996.00,1,2,9409
False,3.0,3.0,3.0,3.0,62.0,0,14,0,$0.00,0,0,9410
False,5.0,5.0,3.0,2.0,15.333,0,0,0,$0.00,0,0,9411
False,3.0,2.0,4.0,4.0,43.0,2,1,1,$1625.00,0,1,9412
False,4.0,5.0,4.0,3.0,12.667,0,0,0,$0.00,0,0,9413
False,1.0,1.0,3.0,3.0,279.5,0,3,1,$63200.00,1,2,9414
False,1.0,1.0,1.0,1.0,168.333,0,5,1,$12150.00,0,1,9415
False,4.0,4.0,4.0,4.0,62.0,0,3,0,$0.00,0,0,9416
False,2.0,2.0,3.0,1.0,92.667,0,2,1,$14365.00,0,1,9417
False,1.0,1.0,2.0,1.0,456.5,0,6,2,$60001.00,1,3,9418
False,4.0,4.0,4.0,4.0,21.333,0,1,0,$0.00,0,0,9419
False,3.0,4.0,3.0,3.0,35.333,0,1,0,$0.00,0,0,9420
False,3.0,2.0,4.0,3.0,94.5,0,0,1,$10150.00,0,1,9421
False,1.0,1.0,5.0,5.0,74.0,0,4,0,$0.00,0,0,9422
False,4.0,4.0,2.0,1.0,54.0,0,5,0,$0.00,0,0,9423
False,5.0,4.0,3.0,2.0,18.667,0,0,0,$0.00,0,0,9424
False,3.0,2.0,4.0,3.0,151.333,0,41,1,$16803.00,2,3,9425
False,4.0,4.0,4.0,3.0,17.333,0,0,2,$4550.00,0,2,9426
False,5.0,5.0,4.0,3.0,28.0,0,1,0,$0.00,0,0,9427
False,3.0,2.0,4.0,3.0,65.333,1,8,1,$1300.00,0,1,9428
False,1.0,2.0,2.0,1.0,138.333,0,5,1,$10205.00,0,1,9429
False,3.0,3.0,2.0,1.0,38.0,2,4,1,$975.00,0,1,9430
False,1.0,1.0,,,75.333,0,3,0,$0.00,0,0,9431
False,1.0,1.0,3.0,2.0,249.167,0,10,2,$32825.00,1,3,9432
False,3.0,2.0,4.0,3.0,44.667,0,5,2,$2340.00,0,2,9433
False,2.0,3.0,1.0,2.0,90.0,0,0,0,$0.00,0,0,9434
False,4.0,4.0,4.0,3.0,21.333,0,3,0,$0.00,0,0,9435
